GENE	HSQ	MODEL	MODELCV.R2	POP	VG
ASRGL1	0.295398	enet	0.24	ea	0.139176
EML3	0.141682	susie	0.13	ea	0.033557
C11orf48	0.162415	susie	0.1	ea	0.051269
TTC9C	0.07478	top1	0.054	ea	0.011321
TMEM179B	0.08323	top1	0.05	ea	0.026033
HRASLS2	0.086005	blup	0.03	ea	0.057273
PLA2G16	0.168914	lasso	0.11	ea	0.074081
NAA40	0.14623	susie	0.15	ea	0.025047
OTUB1	0.092619	blup	0.017	ea	0.026243
FERMT3	0.017578	top1	0.025	ea	0.002945
TRPT1	0.020069	lasso	0.012	ea	0.007621
DNAJC4	0.055253	blup	0.0075	ea	0.015164
VEGFB	0.020239	enet	-0.0018	ea	0.005191
PLCB3	0.053582	enet	0.02	ea	0.017232
TRMT112	0.323411	susie	0.27	ea	0.115745
PRDX5	0.099962	enet	0.064	ea	0.044083
RPS6KA4	0.082707	top1	0.068	ea	0.01662
RASGRP2	0.053387	enet	0.011	ea	0.018558
MEN1	0.038444	top1	0.037	ea	0.006937
ZFPL1	0.012707	enet	0.0038	ea	0.003518
POLA2	0.056216	top1	0.0046	ea	0.004328
MAP3K11	0.059983	blup	0.026	ea	0.009565
SIPA1	0.120784	lasso	0.064	ea	0.029895
RNASEH2C	0.094243	top1	0.042	ea	0.020197
OVOL1	0.159191	top1	0.14	ea	0.07261
SNX32	0.508005	lasso	0.51	ea	0.276338
MUS81	0.060436	top1	0.041	ea	0.013133
EFEMP2	0.143768	susie	0.11	ea	0.033721
CTSW	0.093547	enet	0.11	ea	0.060926
FIBP	0.189114	enet	0.16	ea	0.02661
EIF1AD	0.111264	enet	0.098	ea	0.013239
BANF1	0.004057	lasso	0.0015	ea	0.002783
SF3B2	0.034634	top1	0.019	ea	0.006792
KLC2	0.020298	blup	0.008	ea	0.004287
RAB1B	0.011516	lasso	0.016	ea	0.001313
MRPL11	0.015988	top1	0.033	ea	0.003707
DPP3	0.018194	susie	0.0075	ea	0.003614
CCDC87	0.003109	lasso	-0.0022	ea	0.001221
CCS	0.204129	top1	0.27	ea	0.047087
RBM4B	0.039634	blup	0.0055	ea	0.007608
C11orf80	0.048097	enet	0.052	ea	0.008497
RCE1	0.075438	blup	0.032	ea	0.015375
LRFN4	0.031045	top1	0.012	ea	0.008023
RHOD	0.065064	susie	0.052	ea	0.03831
ANKRD13D	0.051942	blup	0.03	ea	0.012674
RAD9A	0.096392	enet	0.093	ea	0.016256
PPP1CA	0.045664	top1	0.017	ea	0.008468
RPS6KB2	0.19411	enet	0.21	ea	0.044034
TMEM134	0.029513	lasso	0.0057	ea	0.005349
GSTP1	0.230137	enet	0.19	ea	0.067731
NUDT8	0.340387	enet	0.17	ea	0.112802
ACY3	0.291558	enet	0.088	ea	0.167233
UNC93B1	0.064521	susie	0.039	ea	0.017132
NDUFS8	0.056087	top1	0.053	ea	0.016061
TCIRG1	0.058661	blup	0.016	ea	0.018544
CHKA	0.112813	susie	0.071	ea	0.026457
C11orf24	0.165974	top1	0.11	ea	0.043184
LRP5	0.078785	lasso	0.015	ea	0.041168
PPP6R3	0.06709	blup	0.031	ea	0.006218
MRPL21	0.331422	susie	0.47	ea	0.075229
IGHMBP2	0.122014	susie	0.096	ea	0.065032
PPFIA1	0.118987	enet	0.06	ea	0.018745
DHCR7	0.012354	top1	-2.2e-4	ea	0.003432
NADSYN1	0.11877	lasso	0.082	ea	0.023248
RNF121	0.005933	susie	-0.0011	ea	0.00141
IL18BP	0.041004	lasso	0.02	ea	0.010264
RAB6A	0.082406	top1	0.048	ea	0.02698
MRPL48	0.189019	top1	0.18	ea	0.064843
PAAF1	0.608302	lasso	0.29	ea	0.187372
C2CD3	0.123439	top1	0.1	ea	0.012095
UCP2	0.083064	enet	0.034	ea	0.01784
XRRA1	0.768565	top1	0.79	ea	0.246966
NEU3	0.008608	top1	0.0063	ea	0.001528
SLCO2B1	0.031178	lasso	0.0056	ea	0.008936
GDPD5	0.324973	enet	0.2	ea	0.117158
SERPINH1	0.019704	top1	0.0082	ea	0.00649
DGAT2	0.019994	top1	0.015	ea	0.006182
ACER3	0.204551	susie	0.21	ea	0.041965
RSF1	0.052509	susie	0.019	ea	0.018909
INTS4	0.198616	susie	0.17	ea	0.046557
KCTD14	0.071695	susie	0.019	ea	0.059616
ALG8	0.37638	top1	0.3	ea	0.0342
GAB2	0.015605	lasso	-0.002	ea	0.004577
NARS2	0.149634	susie	0.078	ea	0.021065
PRCP	0.002072	top1	0.0034	ea	4.37e-4
C11orf82	0.158962	enet	0.2	ea	0.013922
CCDC90B	0.054907	blup	0.025	ea	0.011482
SYTL2	0.321432	enet	0.18	ea	0.203374
PICALM	0.004449	blup	-1.7e-4	ea	0.001372
EED	0.117193	enet	0.099	ea	0.021927
C11orf73	0.067164	enet	0.035	ea	0.012867
RAB38	0.076356	blup	0.03	ea	0.027414
CTSC	0.102667	top1	0.061	ea	0.028007
SLC36A4	0.056491	top1	0.061	ea	0.013992
TAF1D	0.083644	susie	0.04	ea	0.010189
C11orf54	0.291475	lasso	0.27	ea	0.058216
MED17	0.099028	enet	0.018	ea	0.010152
PANX1	0.102619	blup	0.066	ea	0.022219
MRE11A	0.367491	lasso	0.44	ea	0.042145
PIWIL4	0.293335	susie	0.28	ea	0.089211
CWC15	0.107787	enet	0.075	ea	0.016889
CEP57	0.276143	enet	0.28	ea	0.026255
MAML2	0.042115	lasso	0.005	ea	0.009755
CCDC82	0.289426	lasso	0.25	ea	0.046959
ARHGAP42	0.11117200000000001	susie	0.065	ea	0.067811
BIRC2	0.110649	blup	0.014	ea	0.017969
TMEM123	0.183314	enet	0.096	ea	0.035083
MMP7	0.079754	enet	0.0077	ea	0.035053
KBTBD3	0.044474	enet	0.038	ea	0.023505
ALKBH8	0.065525	lasso	0.038	ea	0.012044
SLC35F2	0.254038	enet	0.092	ea	0.059728
CUL5	0.062867	susie	0.033	ea	0.003148
ACAT1	0.098069	blup	0.071	ea	0.014037000000000001
NPAT	0.062415	top1	0.063	ea	0.00949
C11orf65	0.05498	top1	0.002	ea	0.015586
KDELC2	0.369061	lasso	0.26	ea	0.172409
EXPH5	0.216296	blup	0.1	ea	0.088453
DDX10	0.07663	blup	0.017	ea	0.011897
RDX	0.0263	susie	0.012	ea	0.005234
FDX1	0.178903	lasso	0.11	ea	0.084851
SIK2	0.151665	top1	0.12	ea	0.044198
DLAT	0.222813	susie	0.2	ea	0.025073
BCO2	0.20276	enet	0.11	ea	0.124693
PTS	8.35e-4	blup	7.3e-4	ea	-1.43e-4
TTC12	0.527722	susie	0.32	ea	0.20629
USP28	0.204346	top1	0.16	ea	0.038705
NNMT	0.002738	lasso	-3.8e-6	ea	0.001611
REXO2	0.03669	lasso	0.0018	ea	0.008821
BUD13	0.071975	enet	0.053	ea	0.006821
SIK3	0.089417	susie	0.058	ea	0.021308
PAFAH1B2	0.143271	blup	0.062	ea	0.023925
SIDT2	0.103783	susie	0.064	ea	0.022241
TAGLN	0.066835	enet	0.042	ea	0.037317
PCSK7	0.03467	top1	0.0077	ea	0.006687
CEP164	0.049235	top1	0.015	ea	0.008244
FXYD2	0.269988	lasso	0.21	ea	0.076573
IL10RA	0.033788	top1	0.031	ea	0.014372
UBE4A	0.184402	lasso	0.11	ea	0.036691
ATP5L	0.061328	top1	0.058	ea	0.019928
IFT46	0.10295	blup	0.041	ea	0.01959
DDX6	0.119337	blup	0.046	ea	0.029315
TRAPPC4	0.67261	lasso	0.56	ea	0.180831
VPS11	0.235108	enet	0.2	ea	0.048869
HMBS	0.18343	lasso	0.13	ea	0.015713
DPAGT1	0.411787	susie	0.43	ea	0.045518
HINFP	0.227141	susie	0.28	ea	0.057832
TBCEL	0.054833	blup	0.0049	ea	0.012483
SORL1	0.234347	enet	0.096	ea	0.063082
C11orf63	0.168663	susie	0.13	ea	0.108312
ZNF202	0.164184	enet	0.11	ea	0.047803
VWA5A	0.169371	blup	0.12	ea	0.087804
TBRG1	0.001934	top1	0.0055	ea	4.16e-4
SPA17	0.159772	top1	0.095	ea	0.050669
CCDC15	0.330856	blup	0.31	ea	0.072192
SLC37A2	0.122567	susie	0.071	ea	0.031713
PUS3	0.082734	top1	0.062	ea	0.013874
RPUSD4	0.183231	lasso	0.11	ea	0.037051
SRPR	0.030236	top1	-1.9e-4	ea	0.005004
FOXRED1	0.497732	enet	0.53	ea	0.090212
TIRAP	0.15017	blup	0.065	ea	0.040771
DCPS	0.458202	enet	0.46	ea	0.10928
NFRKB	0.307742	enet	0.18	ea	0.070851
PRDM10	0.161337	blup	0.063	ea	0.040184
APLP2	0.073837	enet	0.034	ea	0.03547
ST14	0.105286	lasso	0.0078	ea	0.050518
ZBTB44	0.035925	top1	0.025	ea	0.00513
SNX19	0.157826	enet	0.13	ea	0.033785
JAM3	0.025239	top1	0.0082	ea	0.014029
NCAPD3	0.029403	top1	0.018	ea	0.002862
ACAD8	0.100001	top1	0.079	ea	0.018478
KDM5A	0.084848	susie	0.065	ea	0.010899
CCDC77	0.031739	lasso	0.0077	ea	0.004392
B4GALNT3	0.193519	top1	0.098	ea	0.046432
RAD52	0.126608	top1	0.059	ea	0.036638
DCP1B	0.371142	lasso	0.28	ea	0.130382
TULP3	0.257177	susie	0.19	ea	0.052002
EFCAB4B	0.125931	enet	0.051	ea	0.032544
PARP11	0.114587	susie	0.067	ea	0.02378
C12orf5	0.350079	susie	0.19	ea	0.051285
RAD51AP1	0.090827	blup	0.014	ea	0.010418
DYRK4	0.09059	enet	0.041	ea	0.026244
AKAP3	0.394191	susie	0.34	ea	0.255818
TAPBPL	0.494222	susie	0.5	ea	0.203149
VAMP1	0.209442	susie	0.16	ea	0.068224
NCAPD2	0.109909	blup	0.045	ea	0.010622
IFFO1	0.046464	susie	0.0051	ea	0.017104
LPAR5	0.013536	top1	-0.0011	ea	0.004193
COPS7A	0.210712	top1	0.14	ea	0.04721
MLF2	0.358624	enet	0.13	ea	0.064493
LRRC23	0.324908	lasso	0.34	ea	0.102192
ENO2	0.02483	lasso	0.0086	ea	0.003897
CLSTN3	0.30033	enet	0.14	ea	0.078612
PEX5	0.271551	susie	0.24	ea	0.082539
CD163L1	0.016556	susie	0.0044	ea	0.007043
CLEC4C	0.003017	lasso	7.1e-4	ea	0.001536
FOXJ2	0.069319	top1	0.067	ea	0.00961
NECAP1	0.050713	enet	0.038	ea	0.009375
CLEC4A	0.024191	lasso	0.015	ea	0.013566
CLEC6A	0.1453	enet	0.15	ea	0.082819
CLEC4E	0.081939	blup	-2.2e-4	ea	0.0553
RIMKLB	0.086937	enet	0.071	ea	0.050422
PHC1	0.008821	lasso	0.021	ea	0.005963
M6PR	0.247744	enet	0.27	ea	0.059926
KLRG1	0.121962	blup	0.042	ea	0.046061
KLRB1	0.039421	susie	0.0067	ea	0.025301
CLEC2D	0.060733	susie	0.015	ea	0.015183
CLECL1	0.088117	blup	0.028	ea	0.028226
GABARAPL1	0.050616	top1	0.019	ea	0.019705
KLRC1	0.040174	top1	0.0066	ea	0.030413
KLRAP1	0.141541	enet	0.12	ea	0.014785
MAGOHB	0.247019	lasso	0.17	ea	0.045349
TAS2R8	0.046921	blup	0.0092	ea	0.034491
TAS2R9	0.060974	top1	0.046	ea	0.044885
BCL2L14	0.120954	lasso	0.059	ea	0.086908
LRP6	0.129768	top1	0.079	ea	0.074756
DUSP16	0.066136	enet	0.012	ea	0.013739
CDKN1B	0.13435	enet	0.044	ea	0.02631
APOLD1	0.408428	susie	0.2	ea	0.304451
HEBP1	0.018258	enet	0.0039	ea	0.010355
ATF7IP	0.021894	enet	0.012	ea	0.005311
HIST4H4	0.118632	enet	0.06	ea	0.035782
ERP27	0.018214	top1	0.017	ea	0.003453
ARHGDIB	0.1941	enet	0.13	ea	0.047538
PTPRO	0.059947	enet	0.034	ea	0.026027
DERA	0.157076	top1	0.057	ea	0.036217
LMO3	0.157215	lasso	0.096	ea	0.075716
PLEKHA5	0.004531	blup	0.0049	ea	0.00387
RECQL	0.202753	enet	0.11	ea	0.0215
GOLT1B	0.227267	enet	0.19	ea	0.037023
GYS2	0.039576	top1	0.033	ea	0.021679
LDHB	0.022232	top1	0.015	ea	0.002699
CMAS	0.122093	top1	0.083	ea	0.013945
ST8SIA1	0.025931	susie	0.0033	ea	0.015386
BCAT1	0.074201	lasso	0.06	ea	0.023016000000000002
LRMP	0.142116	enet	0.081	ea	0.046273
LYRM5	0.147611	enet	0.12	ea	0.033393
KRAS	0.150376	blup	0.052	ea	0.039714
TM7SF3	0.033475	lasso	0.0085	ea	0.010217
MED21	0.352757	susie	0.24	ea	0.122612
STK38L	0.151695	susie	0.11	ea	0.041503
ARNTL2	0.035096	enet	-0.0014	ea	0.003301
PTHLH	0.162102	top1	0.11	ea	0.094273
CCDC91	0.052008	top1	0.019	ea	0.008612
ERGIC2	0.117523	lasso	0.081	ea	0.013202
IPO8	0.194614	enet	0.18	ea	0.018144
BICD1	0.076649	susie	0.014	ea	0.030716
DNM1L	0.058954	top1	0.045	ea	0.021407
ALG10	0.033548	top1	0.037	ea	0.018153
CPNE8	0.062476	blup	0.03	ea	0.02298
KIF21A	0.050451	top1	0.026	ea	0.025016
ABCD2	0.058254	top1	0.026	ea	0.015823
SLC2A13	0.200954	top1	0.17	ea	0.098886
PPHLN1	0.120846	susie	0.045	ea	0.010127
ZCRB1	0.019816	top1	0.016	ea	0.004314
PUS7L	0.02401	susie	-0.0016	ea	0.003083
TMEM106C	0.080746	top1	0.031	ea	0.013942
SENP1	0.0585	enet	0.027	ea	0.006257
ZNF641	0.009057	lasso	0.018	ea	0.001632
C12orf54	0.045157	blup	0.0081	ea	0.029768
CACNB3	0.091493	susie	0.088	ea	0.039108
DDX23	0.18657	top1	0.16	ea	0.027364
ARF3	0.068336	blup	0.027	ea	0.009474
TUBA1B	0.105843	susie	0.075	ea	0.025807
TUBA1C	0.006438	lasso	-9.6e-4	ea	0.001431
LIMA1	0.031242	susie	0.036	ea	0.010606
ATF1	0.02305	top1	0.0034	ea	0.005471
METTL7A	0.085083	lasso	0.072	ea	0.024271
SLC11A2	0.403514	enet	0.5	ea	0.120176
LETMD1	0.164326	enet	0.19	ea	0.033486
TFCP2	0.034685	top1	0.015	ea	0.003595
BIN2	0.007757	top1	0.0095	ea	0.00176
CSAD	0.040526	top1	0.043	ea	0.012286
PCBP2	0.002749	top1	-0.0017	ea	9.81e-4
MAP3K12	0.085092	top1	0.063	ea	0.024888
ATP5G2	0.083368	susie	0.073	ea	0.031338
SMUG1	0.261319	enet	0.15	ea	0.078357
COPZ1	0.050371	susie	0.03	ea	0.007001
PDE1B	0.221855	top1	0.18	ea	0.100239
METTL7B	0.046854	blup	0.0097	ea	0.028167
CD63	0.073172	enet	0.052	ea	0.014774
RAB5B	0.053043	susie	0.023	ea	0.009749
SUOX	0.124815	top1	0.11	ea	0.039049
IKZF4	0.095195	blup	0.055	ea	0.027235
MYL6B	0.001905	top1	0.028	ea	0.001338
RNF41	0.01142	top1	2.7e-4	ea	0.002134
COQ10A	0.070423	enet	0.027	ea	0.018303
IL23A	0.069207	susie	0.074	ea	0.025946
STAT2	0.05407	susie	0.053	ea	0.009579
TIMELESS	0.03261	enet	0.015	ea	0.002588
SPRYD4	0.586035	susie	0.48	ea	0.196662
GLS2	0.124156	blup	0.037	ea	0.051503
RBMS2	0.515752	susie	0.44	ea	0.396204
PRIM1	0.420193	top1	0.21	ea	0.099658
STAT6	0.027224	blup	0.0052	ea	0.006158
STAC3	0.067965	susie	0.052	ea	0.038162
DDIT3	0.017268	top1	0.0031	ea	0.003012
PIP4K2C	0.096461	enet	0.03	ea	0.015116
OS9	0.033652	susie	0.016	ea	0.004586
TSPAN31	0.112068	top1	0.12	ea	0.020362
METTL1	0.13631	susie	0.11	ea	0.033978
TSFM	0.074154	top1	0.076	ea	0.015092
XRCC6BP1	0.470382	enet	0.47	ea	0.165196
MON2	0.186311	blup	0.078	ea	0.020483
SRGAP1	0.056798	blup	0.019	ea	0.02035
C12orf66	0.123017	enet	0.05	ea	0.025491
XPOT	0.13354	blup	0.029	ea	0.022964
LEMD3	0.093599	top1	0.058	ea	0.017509
IRAK3	0.225827	top1	0.2	ea	0.096403
HELB	0.249894	top1	0.31	ea	0.069186
CAND1	0.078046	blup	0.0038	ea	0.007454
MDM1	0.16765	blup	0.042	ea	0.023426
RAP1B	0.020833	top1	0.0078	ea	0.005467
SLC35E3	0.058501	blup	0.0023	ea	0.014852
CPM	0.065866	blup	0.011	ea	0.028117
YEATS4	0.336852	enet	0.37	ea	0.088669
CCT2	0.117199	susie	0.093	ea	0.009903
RAB21	0.031159	blup	0.012	ea	0.003424
TBC1D15	0.016607	enet	0.0032	ea	0.001692
CAPS2	0.106837	susie	0.11	ea	0.042918
GLIPR1L2	0.226212	susie	0.22	ea	0.15777
GLIPR1	0.14295	enet	0.066	ea	0.021494
KRR1	0.135634	top1	0.096	ea	0.013473
OSBPL8	0.072852	top1	0.032	ea	0.007206
ZDHHC17	0.203962	top1	0.11	ea	0.021311
C12orf29	0.115071	top1	0.09	ea	0.019264
CEP290	0.059297	top1	0.0074	ea	0.004582
EEA1	0.050982	blup	0.021	ea	0.006477
MRPL42	0.40262	susie	0.35	ea	0.075827
PLXNC1	0.103545	lasso	0.089	ea	0.031015
TMCC3	0.129844	blup	0.044	ea	0.042974
NDUFA12	0.20499	enet	0.21	ea	0.067877
FGD6	0.070657	blup	0.034	ea	0.026644
VEZT	0.078449	blup	0.024	ea	0.013465
SNRPF	0.018484	top1	0.003	ea	0.006041
AMDHD1	0.150809	top1	0.091	ea	0.071656
NEDD1	0.0438	blup	0.0085	ea	0.009086
IKBIP	0.076102	lasso	0.019	ea	0.015661
APAF1	0.121821	lasso	0.07	ea	0.01367
UHRF1BP1L	0.181239	blup	0.082	ea	0.027498
GOLGA2B	0.026167	top1	0.0095	ea	0.016412
CHPT1	0.346299	enet	0.27	ea	0.179592
GNPTAB	0.104329	enet	0.057	ea	0.040662
DRAM1	0.060847	top1	0.0035	ea	0.019463
CCDC53	0.105451	enet	0.1	ea	0.019574
PAH	0.121514	top1	0.1	ea	0.069227
NT5DC3	0.244187	susie	0.23	ea	0.052876
HSP90B1	0.183786	susie	0.11	ea	0.022765
TDG	0.001918	blup	0.01	ea	4.91e-4
GLT8D2	0.114426	enet	0.092	ea	0.05553
CHST11	0.108992	susie	0.05	ea	0.031164
SLC41A2	0.171713	susie	0.11	ea	0.041331
KIAA1033	0.290872	blup	0.2	ea	0.027769
APPL2	0.136846	enet	0.07	ea	0.038138
C12orf75	0.124666	top1	0.043	ea	0.054623
TCP11L2	0.047388	susie	0.0096	ea	0.01342
POLR3B	0.149286	susie	0.14	ea	0.011605
PWP1	0.13817	top1	0.079	ea	0.018568
PRDM4	0.083811	top1	0.068	ea	0.017411
CMKLR1	0.066095	lasso	0.02	ea	0.027992
SART3	0.08283	top1	0.024	ea	0.013444
CORO1C	0.182912	susie	0.19	ea	0.07018
SSH1	0.180211	susie	0.2	ea	0.039558
ACACB	0.156647	top1	0.14	ea	0.098244
KCTD10	0.029784	lasso	0.014	ea	0.004649
UBE3B	0.112556	enet	0.082	ea	0.019922
MMAB	0.111068	top1	0.1	ea	0.023453
MVK	0.050195	lasso	0.016	ea	0.013469
TCHP	0.032777	top1	0.013	ea	0.006423
GIT2	0.036928	blup	0.002	ea	0.004556
ANKRD13A	0.064871	top1	0.035	ea	0.016085
GPN3	0.032764	top1	0.025	ea	0.003529
VPS29	0.223916	blup	0.27	ea	0.031495
PPTC7	0.171626	top1	0.12	ea	0.027399
PPP1CC	0.077911	top1	0.051	ea	0.003221
SH2B3	0.015204	blup	0.018	ea	0.0028
ACAD10	0.011491	top1	0.002	ea	0.001928
TMEM116	0.185531	blup	0.19	ea	0.046174
ERP29	0.198348	susie	0.22	ea	0.060993
NAA25	0.054282	blup	0.028	ea	0.005828
OAS3	0.14404	top1	0.16	ea	0.031001
OAS2	0.014288	top1	0.0055	ea	0.004126
C12orf52	0.101119	blup	0.046	ea	0.017947
PLBD2	0.044987	top1	0.061	ea	0.011369
SDSL	0.119171	lasso	0.097	ea	0.04936
RBM19	0.090944	lasso	0.052	ea	0.009878
FBXW8	0.068273	top1	0.041	ea	0.018282
TESC	0.144402	susie	0.12	ea	0.061767
PEBP1	0.198128	susie	0.25	ea	0.057595
HSPB8	0.055766	enet	0.018	ea	0.04107
PRKAB1	0.76542	susie	0.4	ea	0.545157
PLA2G1B	0.06374	enet	0.03	ea	0.051299
TRIAP1	0.063097	lasso	0.05	ea	0.018282
GATC	0.098147	top1	0.081	ea	0.027204
RNF10	0.138084	blup	0.07	ea	0.027096
POP5	0.051303	blup	0.0099	ea	0.016982
ACADS	0.13581	top1	0.11	ea	0.059895
OASL	0.064506	susie	0.028	ea	0.015517
P2RX7	0.081643	blup	0.0026	ea	0.039839
P2RX4	0.353844	blup	0.14	ea	0.095218
RNF34	0.049798	blup	0.023	ea	0.005443
TMEM120B	0.243916	enet	0.13	ea	0.044219
WDR66	0.121003	susie	0.1	ea	0.068396
LRRC43	0.071487	blup	0.029	ea	0.019808
CLIP1	0.044462	blup	0.015	ea	0.011445
ZCCHC8	0.00735	top1	0.0024	ea	0.001502
KNTC1	0.025015	lasso	0.0071	ea	0.002485
HIP1R	0.012493	lasso	0.0039	ea	0.003464
MPHOSPH9	0.109292	susie	0.089	ea	0.007894
CDK2AP1	0.04482	top1	0.025	ea	0.009555
SBNO1	0.080672	susie	0.045	ea	0.011774
DDX55	0.137426	susie	0.16	ea	0.017662
EIF2B1	0.096102	top1	0.11	ea	0.007879
TCTN2	0.339379	susie	0.25	ea	0.149176
ATP6V0A2	0.010321	blup	0.012	ea	0.00315
CCDC92	0.003887	top1	0.0026	ea	0.001103
SCARB1	0.069602	top1	0.0084	ea	0.013601
UBC	0.030373	top1	0.0052	ea	0.007958
DHX37	0.001973	top1	0.0017	ea	1.2e-4
BRI3BP	0.163758	top1	0.14	ea	0.04081
AACS	0.144033	susie	0.14	ea	0.044796
SLC15A4	0.165932	top1	0.083	ea	0.046843
GLT1D1	0.101292	lasso	0.087	ea	0.040581
RIMBP2	0.401023	susie	0.27	ea	0.260972
STX2	0.102975	blup	0.046	ea	0.033598
GPR133	0.293375	susie	0.23	ea	0.110268
EP400NL	0.267178	lasso	0.21	ea	0.054116
DDX51	0.030998	top1	0.028	ea	0.006424
NOC4L	0.046738	top1	0.013	ea	0.012731
ZNF26	0.073073	top1	0.058	ea	0.013821
POLE	0.240519	susie	0.24	ea	0.02296
PXMP2	0.071198	susie	0.068	ea	0.00938
GOLGA3	0.024368	lasso	0.0063	ea	0.003263
ZNF84	0.23712	susie	0.24	ea	0.049164
ZNF140	0.049757	blup	0.012	ea	0.009711
TPTE2	0.027039	top1	0.037	ea	0.018408
PSPC1	0.015138	lasso	-0.0015	ea	0.001909
ZMYM5	0.13788	susie	0.098	ea	0.014369
GJB2	0.018749	lasso	0.0013	ea	0.013795
CRYL1	0.181541	blup	0.08	ea	0.047678
IFT88	0.387889	enet	0.34	ea	0.078195
N6AMT2	0.002999	lasso	-1.3e-4	ea	0.001713
XPO4	0.133176	enet	0.087	ea	0.008046
MIPEP	0.091181	enet	0.049	ea	0.019837
PARP4	0.237699	enet	0.15	ea	0.05437
CENPJ	0.185398	susie	0.054	ea	0.026053
MTMR6	0.197726	susie	0.12	ea	0.026982
NUPL1	0.01852	top1	0.074	ea	0.002251
RNF6	0.099413	top1	0.037	ea	0.010988
GTF3A	0.154423	enet	0.13	ea	0.021796
MTIF3	0.072129	top1	0.021	ea	0.015896
POLR1D	0.149778	enet	0.078	ea	0.038906
FLT1	0.141654	blup	0.04	ea	0.055188
SLC46A3	0.076812	top1	0.065	ea	0.013915
SLC7A1	0.145967	top1	0.061	ea	0.023871
UBL3	0.038285	top1	0.0049	ea	0.006532
KATNAL1	0.208992	blup	0.1	ea	0.06136
ALOX5AP	0.006646	top1	0.0017	ea	0.001437
BRCA2	0.377945	susie	0.32	ea	0.052225
N4BP2L1	0.068106	blup	0.037	ea	0.010753
N4BP2L2	0.046329	lasso	0.034	ea	0.005004
PDS5B	0.142824	susie	0.09	ea	0.00987
KL	0.118154	blup	0.046	ea	0.061268
RFC3	0.033538	lasso	0.015	ea	0.002071
SPG20	0.087797	top1	0.088	ea	0.041168
EXOSC8	0.06337	susie	0.039	ea	0.005556
UFM1	0.065399	blup	0.029	ea	0.013656
LHFP	0.182037	enet	0.11	ea	0.107211
COG6	0.432694	susie	0.36	ea	0.061002
MRPS31	0.094585	lasso	0.063	ea	0.025712
SLC25A15	0.081724	top1	0.078	ea	0.019682
WBP4	0.050235	top1	0.033	ea	0.005131
AKAP11	0.188483	enet	0.13	ea	0.038049
TNFSF11	0.214635	enet	0.17	ea	0.086765
EPSTI1	0.170754	enet	0.14	ea	NA
DNAJC15	0.554515	susie	0.56	ea	0.238318
CCDC122	0.360417	enet	0.22	ea	0.163923
ZC3H13	0.091781	top1	0.054	ea	0.009727
LCP1	0.215612	lasso	0.14	ea	0.055007
LRCH1	0.108925	lasso	0.092	ea	0.014662
ESD	0.102455	enet	0.062	ea	0.014497
ITM2B	0.072011	top1	0.1	ea	0.01555
CYSLTR2	0.093293	top1	0.099	ea	0.056944
CAB39L	0.053900000000000003	top1	0.057	ea	0.02385
PHF11	0.191266	enet	0.19	ea	0.029078
RCBTB1	0.02955	top1	0.041	ea	0.006727
ARL11	0.454516	top1	0.36	ea	0.251785
EBPL	0.453218	enet	0.4	ea	0.198686
KPNA3	0.021285	top1	-5.6e-4	ea	0.001368
TRIM13	0.077147	enet	0.051	ea	0.019747
DLEU1	0.178273	lasso	0.16	ea	0.045697
WDFY2	0.011225	top1	0.0086	ea	0.003116
DHRS12	0.00968	lasso	0.014	ea	0.002428
ATP7B	0.011828	lasso	0.022	ea	0.002714
ALG11	0.061895	top1	0.074	ea	0.004984
NEK3	0.080759	blup	0.02	ea	0.037819
VPS36	0.041046	blup	0.039	ea	0.004655
CKAP2	0.218964	susie	0.23	ea	0.023388
SUGT1	0.01123	top1	-0.0022	ea	0.001936
DIS3	0.119491	top1	0.051	ea	0.009822
PIBF1	0.138784	susie	0.083	ea	0.014753
KLF5	0.067137	lasso	0.074	ea	0.043147
TBC1D4	0.58639	lasso	0.42	ea	0.424747
UCHL3	0.311595	enet	0.12	ea	0.061236
LMO7	0.064665	top1	0.053	ea	0.029734
KCTD12	0.064139	susie	0.011	ea	0.019673
CLN5	0.103596	blup	0.028	ea	0.02019
SLAIN1	0.057062	top1	0.067	ea	0.023967
SPRY2	0.08911	top1	0.051	ea	0.032049
GPR180	0.286805	susie	0.28	ea	0.068226
ABCC4	0.139176	blup	0.0095	ea	0.0233
UGGT2	0.326083	susie	0.23	ea	0.198063
GPR183	0.197867	susie	0.21	ea	0.054192
TMTC4	0.54168	enet	0.55	ea	0.201009
KDELC1	0.024428	lasso	0.0039	ea	0.006745
ERCC5	0.08133	enet	0.053	ea	0.008118
CARS2	0.333844	susie	0.19	ea	0.068955
ANKRD10	0.1416	blup	0.046	ea	0.020476
TUBGCP3	0.039751	top1	0.012	ea	0.004085
TMCO3	0.093859	lasso	0.099	ea	0.027379
RASA3	0.083062	enet	0.053	ea	0.02726
CDC16	0.338029	susie	0.36	ea	0.052701
UPF3A	0.062506	top1	0.069	ea	0.024486
TTC5	0.040194	top1	0.0049	ea	0.009761
CCNB1IP1	0.073545	enet	0.063	ea	0.017047
TEP1	0.202463	susie	0.3	ea	0.052498
OSGEP	0.217201	susie	0.15	ea	0.035898
PNP	0.421777	susie	0.41	ea	0.169424
RNASE6	0.082788	blup	-1.2e-4	ea	0.02066
SUPT16H	0.079511	lasso	0.015	ea	0.004963
RAB2B	0.087148	top1	0.031	ea	0.008244
